"Data Source","World Development Indicators",

"Last Updated Date","2019-03-21",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","0.96246","0.96571","0.96317","0.96823","0.97589","0.98447","0.98521","0.98243","0.98327","0.99683","0.99928","1.00247","1.00137","1.00213","1.00181","0.99298","1.00747","1.00977","1.01402","1.01512","1.01927","1.01758","1.01684","1.0162","1.01468","1.01369","1.01061","1.01194","1.0114","1.01265","1.01551","1.01241","1.0129","1.02244","1.02127","1.02036","1.02125","1.02816","1.02761","1.02873","1.02245","1.02168","1.02201","1.02085","1.02233","1.018","1.01892","1.01437","",
"Timor-Leste","TLS","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.92708","0.93048","","","0.95312","0.95517","0.97172","0.9772","0.981349999999999","0.9926","1.01472","1.01419","1.01395","1.01563","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","0.57159","0.57065","0.57943","0.5896","0.5973","0.60781","0.62199","0.63658","0.64878","0.67141","0.68507","0.69915","0.71041","0.72224","0.73533","0.74792","0.75856","0.76588","0.77044","0.78411","0.79786","0.80988","0.82407","0.83314","0.83737","0.85185","0.84042","0.86413","0.87448","0.88603","0.89478","0.9018","0.9074","0.9135","0.91843","0.92264","0.92746","0.93786","0.93684","0.93802","0.93946","0.93796","0.94278","0.94814","0.95494","0.95686","0.95775","0.95655","",
"Tonga","TON","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","0.98631","0.98436","0.97685","0.98173","0.9915","0.99298","","","0.99862","","","0.96042","0.96858","","1.01721","1.03713","1.00784","","","","0.98822","1.0085","","0.99511","","","","","1.04589","1.03588","1.02132","1.01974","1.02004","","","","0.98107","0.84403","0.99111","1.11361","1.02034","0.97714","1.01539","1.01673","1.03597","1.01246","","","",
"South Asia (IDA & IBRD)","TSA","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","0.55208","0.55247","0.55985","0.56819","0.56666","0.57167","0.57607","0.58225","0.58096","0.58898","0.59359","0.60426","0.60824","0.62141","0.61842","0.62794","0.64491","0.6516","0.66724","0.66559","0.67632","0.69319","0.70339","0.72352","0.73628","0.74053","0.7495","0.76285","0.77561","0.78781","0.79516","0.80462","0.82282","0.89189","0.88645","0.90102","0.90908","0.92077","0.9416","0.9607","0.96316","0.9735","0.97815","1.02789","1.02887","1.03099","1.0505","1.05335","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","0.70469","0.7093","0.71699","0.72455","0.73374","0.73581","0.73601","0.74756","0.75748","0.75959","0.76664","0.77443","0.77603","0.76567","0.76237","0.77642","0.79521","0.8082","0.79477","0.81793","0.81289","0.82085","0.82709","0.82797","0.8297","0.8297","0.8338","0.83434","0.83226","0.83928","0.83942","0.84346","0.83823","0.84537","0.85024","0.85875","0.86745","0.87242","0.88181","0.89018","0.8966","0.8968","0.9115","0.91955","0.92447","0.92999","0.9315","0.93394","",
"Trinidad and Tobago","TTO","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","1.00163","0.99482","1.00067","","","","1.00102","","","","","1.00965","1.02534","1.01672","1.0173","","1.01429","1.0122","1.01592","1.02665","1.01396","1.00916","1.01185","","","","","","","","","","","1.01068","","","","","","","","","","","","","","",
"Tunisia","TUN","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.60676","0.60386","0.60785","0.60919","0.61908","0.6405","0.65135","0.66343","0.68082","0.69012","0.70755","0.72755","0.74112","0.76107","0.77855","0.79072","0.80054","0.8087","0.82449","0.83889","0.8544","0.87085","0.88525","0.90262","0.91418","0.92716","0.93702","","0.96208","0.98083","0.98501","0.98354","1.0027","","1.02049","1.02277","","1.01924","1.02033","1.0189","1.00893","","","","","1.03789","","",
"Turkey","TUR","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.63742","0.64974","0.66777","0.68562","","0.70394","0.70584","0.70679","0.71635","","","0.74965","","0.77164","","0.77502","0.77404","0.77709","0.7765","0.78226","0.78501","0.78985","0.79151","0.80248","0.79621","","0.80483","","0.79744","0.81856","0.81898","0.81989","0.8222","0.85343","0.88979","0.89778","0.90729","0.9269","0.94413","0.94789","0.94989","0.96475","0.97687","0.98046","0.98014","0.98165","","",
"Tuvalu","TUV","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.12879","","","","","","","","","","","","","1.09308","1.11495","1.09101","","",
"Tanzania","TZA","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","0.63313","0.63368","0.63654","0.65285","0.67244","0.70804","0.74826","0.7815","0.82672","0.85429","","0.90011","0.92274","0.95107","","0.97965","0.9878","0.98026","0.97784","0.97238","","0.96596","0.95753","0.96039","0.96814","0.97106","0.97609","0.97873","","","","","","","","","","","","","0.95833","","","0.99641","","","","1.01621","",
"Uganda","UGA","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","0.65006","0.67729","0.68455","0.69136","0.70871","","0.72503","0.72274","","","","0.79952","","","","0.77823","","0.76559","","0.89794","","","0.86428","","","","","","","0.96576","","","0.9788","","","","","","","","","","","",
"Ukraine","UKR","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.03938","1.04047","","","","","1.02503","1.00796","0.99604","1.00529","1.00027","0.99161","0.94828","0.98939","0.99743","0.98852","0.98644","0.98571","0.98496","0.99094","0.98641","0.99414","","","","",
"Upper middle income","UMC","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","0.80959","0.80568","0.80191","0.79771","0.79834","0.8431","0.86165","0.86469","0.86807","0.87094","0.86991","0.86332","0.85921","0.86066","0.86572","0.86225","0.88503","0.89397","0.89979","0.9075","0.91456","0.92099","0.92905","0.93271","0.94342","0.9512","0.95677","0.96097","0.96673","0.97068","0.97481","0.97709","0.97704","0.98006","0.9865","0.99206","0.99481","0.9988","1.00051","1.00435","0.99566","0.997","0.99945","1.00552","1.00984","1.00521","1.00836","1.00727","",
"Uruguay","URY","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","1.01629","1.04902","1.04439","1.05985","","","","","1.07533","1.02784","","","","","","","","","","","","","","","1.06895","1.0746","","","1.12045","1.06285","1.05078","1.04946","1.04491","1.05582","1.05561","1.05431","1.05638","0.97894","1.03878","1.03801","1.04142","","","","","","","","",
"United States","USA","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","1.04027","1.03362","1.0219","1.02389","1.02175","1.02389","1.01235","","","0.99807","0.99861","","0.98906","0.99156","1.00147","0.9937","","1.0312","","0.99935","1.00731","1.00125","1.00255","1.00766","1.00385","1.00163","1.00309","0.99985","1.00979","1.0008","1.00434","0.9949","0.9971","1.00423","1.00508","0.99626","","",
"Uzbekistan","UZB","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.99159","0.98298","","","0.98129","0.9749","0.97979","0.98402","0.99032","0.99446","0.99934","0.99518","0.98879","0.98977","0.98832","0.98719","0.987","0.98643","0.98592","",
"St. Vincent and the Grenadines","VCT","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.98969","1.02172","","1.0305","1.05604","1.03941","","","","","","1.0769","","1.04442","","1.05498","1.06475","","","","1.06549","","","","","","","","","1.06276","1.02241","1.01025","1.01","1.00014","1.0156","","1.01902","1.00001","0.97898","0.97071","0.95298","0.96215","0.95177","0.96999","0.97405","0.98035","0.97056","",
"Venezuela, RB","VEN","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","1.03294","1.03225","1.03664","1.04448","1.04423","","","","","","","","","1.06071","1.05972","1.05566","1.05617","1.05686","1.06038","","1.05186","1.0465","1.04729","","","","","","1.05114","1.04656","1.04143","1.03844","1.03604","1.03374","1.03295","1.03038","1.02567","1.02165","1.01843","1.01843","1.01939","1.02266","1.02682","1.01838","1.01495","1.01545","1.01589","",
"British Virgin Islands","VGB","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","1.00705","1.0008","","","","","","","","","","","","","","","","","","","","","0.92723","","","","","","","","","","","","","","","","","","","","",
"Vanuatu","VUT","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","0.858","0.91309","0.91704","0.90776","0.89175","0.90693","0.89464","0.89106","0.89858","","0.92684","0.91906","","","","","","","","","","0.93044","","","","","","","","0.95281","1.00724","0.96603","0.97786","0.95152","0.94793","","","","","","0.98422","","","","","1.00731","","","",
"World","WLD","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","0.78968","0.78832","0.78766","0.78898","0.79057","0.81438","0.82723","0.8315","0.83589","0.83828","0.8389","0.83752","0.83508","0.83629","0.8357","0.83688","0.85068","0.85681","0.85968","0.8627","0.86612","0.87249","0.87786","0.8821","0.88869","0.89325","0.89672","0.90334","0.90984","0.91629","0.91824","0.92195","0.92434","0.94168","0.94296","0.94782","0.95167","0.95603","0.96286","0.96999","0.96913","0.97175","0.97533","0.99027","0.99253","0.99324","0.99933","0.99966","",
"Samoa","WSM","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","1.02754","","","","","1.12071","1.0329","1.05458","1.02918","1.04176","1.01859","","","","","","","","","","","","","","1.11224","1.07158","1.05408","1.07369","1.0916","1.04999","1.06879","1.06637","1.05641","1.06073","1.06045","1.05827","1.06592","1.0711","","1.05151","1.05483","1.06424","1.04965","","1.05753","1.04825","1.05141","","",
"Kosovo","XKX","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.49215","","0.54761","","0.6013","0.6224","0.65296","","","0.72349","","0.75046","0.75468","0.76922","0.78922","","","0.82215","","",
"South Africa","ZAF","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.02805","1.03513","1.03883","","","1.02104","","","","1.02721","1.02326","1.00471","1.01192","1.00747","1.00386","1.00364","1.00251","1.00143","1.00067","0.99756","0.99888","0.99836","0.9958","0.99561","","1.01261","0.95169","1.01366","","",
"Zambia","ZMB","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","0.77233","","0.78548","","0.79697","","","","","0.84211","0.84599","0.85687","0.8561","","","","0.86754","","0.87192","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Zimbabwe","ZWE","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","0.81023","0.81712","0.81373","0.8185","0.82797","0.83993","0.84792","0.8636","0.8691","0.87219","","0.91107","0.90456","0.89906","0.89448","0.89395","0.89784","0.90795","0.91216","0.92218","0.96426","0.92159","0.93837","","","0.9411","0.94457","","","0.94847","0.9471","0.95036","0.95355","0.96287","","","","","","","","","0.98143","0.98242","","","","","",
